Dataset Type,Dataset Size,CBIS,Randomized Quicksort
Randomized,200,0.59462890625,0.795751953125
Randomized,2000,28.420263671875,10.608251953125
Randomized,20000,1893.199267578125,151.79541015625
Reversed,200,0.799462890625,1.198779296875
Reversed,2000,48.202734375,18.005224609375
Reversed,20000,4582.292041015625,125.796435546875
Sorted,200,0.598583984375,0.6029296875
Sorted,2000,9.794140625,9.400048828125
Sorted,20000,151.00205078125,145.6884765625
